index,input,expect_tools_result,expect_tools_calls,eval_set_id,trace_id
11,2023 年 7 月，国内某上交所食品企业（主营酱油、鸡精等调味品，拥有 “厨邦” 品牌，2022 年调味品营收超 60 亿元）实际控制人失去公司控制权，查询该事件公告当日的日线数据（不复权）、食品饮料板块当日涨跌幅,"1. vesearch：2023 年 7 月 19 日，中炬高新（600872）披露《实控人变更公告》，姚振华失去控制权，公司主营酱油、鸡精等调味品，核心品牌 “厨邦”，2022 年调味品营收 62.3 亿元
2. stock_zh_a_hist：[{'日期': datetime.date(2023, 7, 19), '股票代码': '600872', '开盘': 34.48, '收盘': 34.28, '最高': 34.6, '最低': 34.16, '成交量': 37631, '成交额': 129037486.0, '振幅': 1.28, '涨跌幅': -0.35, '涨跌额': -0.12, '换手率': 0.48}]
3. stock_board_industry_hist_em：[{'日期': '2023-07-19', '开盘': 23773.04, '收盘': 23815.16, '最高': 23902.72, '最低': 23715.74, '涨跌幅': 0.05, '涨跌额': 12.93, '成交量': 5482130, '成交额': 7928073150.0, '振幅': 0.79, '换手率': 0.72}]","1. vesearch：2023 年 7 月，上交所食品企业（主营调味品，品牌 “厨邦”，2022 年调味品营收 60 亿 +）实控人失去控制权，查公司名称、代码、公告日期
2. stock_zh_a_hist：symbol=""600872""，period=""daily""，start_date=""20230719""，end_date=""20230719""，adjust=""""
3. stock_board_industry_hist_em：symbol=""食品饮料""，start_date=""20230719""，end_date=""20230719""，period=""日k""，adjust=""""
",financial_deep_research.evalset.json,traces/veadk_opentelemetry_tracer_veadk_default_user_financial_deep_research_11_e94c68383d15f0b6c5cd42aadc5f509a.json
12,2023 年 8 月，国内某深交所主板新能源汽车企业（全球新能源汽车销量前三，2022 年销量超 180 万辆）第 500 万辆新能源汽车下线，查询该事件公告当日的日线数据（前复权），以及公司上市时间,"1. vesearch：2023 年 8 月 9 日，比亚迪（002594）披露《第 500 万辆新能源车下线公告》，公司 2022 年新能源汽车销量 186.8 万辆（全球第三）
2. stock_zh_a_hist：[{'日期': datetime.date(2023, 8, 9), '股票代码': '002594', '开盘': 84.98, '收盘': 85.28, '最高': 85.48, '最低': 84.39, '成交量': 72499, '成交额': 1897124687.56, '振幅': 1.28, '涨跌幅': -0.15, '涨跌额': -0.13, '换手率': 0.62}]
3. stock_individual_info_em：[{'item': '最新', 'value': 107.29}, {'item': '股票代码', 'value': '002594'}, {'item': '股票简称', 'value': '比亚迪'}, {'item': '总股本', 'value': 9117197565.0}, {'item': '流通股', 'value': 3487241823.0}, {'item': '总市值', 'value': 978184126748.8501}, {'item': '流通市值', 'value': 374146175189.67004}, {'item': '行业', 'value': '汽车整车'}, {'item': '上市时间', 'value': 20110630}]","1. vesearch：2023 年 8 月，深交所主板新能源汽车企业（全球销量前三，2022 年销 180 万 + 辆）第 500 万辆新能源车下线，查公司名称、代码、公告日期
2. stock_zh_a_hist：symbol=""002594""，period=""daily""，start_date=""20230809""，end_date=""20230809""，adjust=""qfq""
3. stock_individual_info_em：symbol=""002594""",financial_deep_research.evalset.json,traces/veadk_opentelemetry_tracer_veadk_default_user_financial_deep_research_12_23012b93a0f4f11dc863df4474a8e055.json
13,2023 年 5 月，国内某深交所主板 ST 企业（主营文旅地产，曾运营广州雪世界、无锡雪世界，2022 年营收不足 5 亿元）实际控制人被采取刑事强制措施，查询该日的公司日线数据，后续有消息称当年12月29日公司被公告退市，查询当日是否有公司动态发布,"1. vesearch：2023 年 5 月 7 日，*ST 雪发（002485）披露《实控人被刑事强制措施公告》，实控人被立案，公司主营文旅地产，运营广州融创雪世界、无锡融创雪世界，2022 年营收 4.2 亿元
2. stock_zh_a_hist：[]
3. stock_gsrl_gsdt_em：无公司动态","1. vesearch：2023 年 5 月，深交所主板 ST 企业（主营文旅地产，运营广州 / 无锡雪世界，2022 年营收 < 5 亿）实控人被刑事强制措施，查公司名称、代码、退市日期
2. stock_zh_a_hist：symbol=""002485""，period=""daily""，start_date=""20230507""，end_date=""20230507""，adjust=""""
3. stock_gsrl_gsdt_em：date=""20231229""",financial_deep_research.evalset.json,traces/veadk_opentelemetry_tracer_veadk_default_user_financial_deep_research_13_39ceb2d9a2223383fb4bd4d4500f7876.json
14,2023 年 2 月，国内某深交所创业板动力电池企业（全球动力电池装机量第一，2022 年装机量超 130GWh，客户含特斯拉、宝马）与福特合作建美国电池工厂，查询该事件公告当日的日线数据（不复权）、电池板块当日涨跌幅,"1. vesearch：2023 年 2 月 14 日，宁德时代（300750）披露《与福特合作公告》，双方拟在美国建电池工厂，公司 2022 年全球动力电池装机量 131GWh（全球第一），客户含特斯拉、宝马
2. stock_zh_a_hist：[{'日期': datetime.date(2023, 2, 14), '股票代码': '300750', '开盘': 469.0, '收盘': 451.05, '最高': 469.3, '最低': 445.79, '成交量': 128122, '成交额': 5816558282.0, '振幅': 5.11, '涨跌幅': -1.95, '涨跌额': -8.95, '换手率': 0.61}]
stock_board_industry_hist_em：[{'日期': '2023-02-14', '开盘': 1390.91, '收盘': 1388.45, '最高': 1393.28, '最低': 1376.26, '涨跌幅': -0.01, '涨跌额': -0.2, '成交量': 4728903, '成交额': 20986930675.14, '振幅': 1.23, '换手率': 1.11}]","1. vesearch：2023 年 2 月，深交所创业板动力电池企业（全球装机量第一，2022 年装 130GWh+，客户特斯拉 + 宝马）与福特合作建厂，查公司名称、代码、公告日期
2. stock_zh_a_hist：symbol=""300750""，period=""daily""，start_date=""20230214""，end_date=""20230214""，adjust=""""
3. stock_board_industry_hist_em：symbol=""电池""，start_date=""20230214""，end_date=""20230214""，period=""日k""，adjust=""""
",financial_deep_research.evalset.json,traces/veadk_opentelemetry_tracer_veadk_default_user_financial_deep_research_14_a0c6b2625b028b54ee9cf96aea7ea205.json
15,2023 年 3 月，国内某上交所通信企业（央企，主营电信运营，2022 年 5G 基站数超 30 万个）拟分拆子公司至科创板上市，查询该事件公告当日的日线数据（不复权）、公司所属概念板块（5G概念）当日涨跌幅,"1. vesearch：2023 年 3 月 9 日，中国联通（600050）披露《分拆智网科技至科创板上市预案》，公司为央企通信运营商，品牌 “联通”，2022 年运营 5G 基站 32.5 万个
2. stock_zh_a_hist：[{'日期': datetime.date(2023, 3, 9), '股票代码': '600050', '开盘': 5.91, '收盘': 6.0, '最高': 6.2, '最低': 5.77, '成交量': 9607805, '成交额': 5713306500.0, '振幅': 7.08, '涨跌幅': -1.15, '涨跌额': -0.07, '换手率': 3.1}]
3. stock_board_concept_hist_em：[{'日期': '2023-03-09', '开盘': 972.23, '收盘': 978.2, '最高': 981.94, '最低': 966.06, '涨跌幅': 0.76, '涨跌额': 7.41, '成交量': 78985241, '成交额': 94710122812.83, '振幅': 1.64, '换手率': 2.09}]","1. vesearch：2023 年 3 月，上交所央企通信企业（2022 年 5G 基站 30 万 + 个，主营电信运营）拟分拆子公司至科创板，查公司名称、代码、公告日期
2. stock_zh_a_hist：symbol=""600050""，period=""daily""，start_date=""20230309""，end_date=""20230309""，adjust=""""
3. stock_board_concept_hist_em：symbol=""5G概念""，start_date=""20230309""，end_date=""20230309""，period=""daily""，adjust=""""",financial_deep_research.evalset.json,traces/veadk_opentelemetry_tracer_veadk_default_user_financial_deep_research_15_28c32a3fb074bac5b7232e648996e0e6.json
16,2023 年 3 月，国内某深交所主板医药企业（主营心血管类药物，核心产品为信立坦，2022 年该产品营收超 15 亿元）拟分拆医疗器械子公司上市，查询该事件公告后 2 个交易日的日线数据（前复权）及公司所属行业板块,"1. vesearch：2023 年 3 月 29 日，信立泰（002294）披露《分拆医疗器械子公司上市预案》，公司主营心血管类药物，核心产品信立坦（缬沙坦氨氯地平片）2022 年营收 16.8 亿元
2. stock_zh_a_hist：[{'日期': datetime.date(2023, 3, 30), '股票代码': '002294', '开盘': 32.78, '收盘': 32.71, '最高': 33.06, '最低': 32.29, '成交量': 35832, '成交额': 122436895.59, '振幅': 2.36, '涨跌幅': 0.46, '涨跌额': 0.15, '换手率': 0.32}, {'日期': datetime.date(2023, 3, 31), '股票代码': '002294', '开盘': 32.67, '收盘': 33.87, '最高': 33.96, '最低': 32.67, '成交量': 40501, '成交额': 141879185.11, '振幅': 3.94, '涨跌幅': 3.55, '涨跌额': 1.16, '换手率': 0.36}]
3. stock_individual_info_em：[{'item': '最新', 'value': 60.66}, {'item': '股票代码', 'value': '002294'}, {'item': '股票简称', 'value': '信立泰'}, {'item': '总股本', 'value': 1114816535.0}, {'item': '流通股', 'value': 1114565736.0}, {'item': '总市值', 'value': 67624771013.1}, {'item': '流通市值', 'value': 67609557545.759995}, {'item': '行业', 'value': '化学制药'}, {'item': '上市时间', 'value': 20090910}]","1. vesearch：2023 年 3 月，深交所主板医药企业（主营心血管药，核心产品信立坦 2022 年营收 15 亿 +）拟分拆医疗器械子公司，查公司名称、代码、公告日期
2. stock_zh_a_hist：symbol=""002294""，period=""daily""，start_date=""20230330""，end_date=""20230331""，adjust=""qfq""
3. stock_individual_info_em：symbol=""002294""",financial_deep_research.evalset.json,traces/veadk_opentelemetry_tracer_veadk_default_user_financial_deep_research_16_a9d5827594b48614b7b39f862717fed6.json
17,2023 年 3 月，国内某上交所航空企业（央企，主营航空运输，2022 年客运量超 6000 万人次，核心基地为广州白云机场）拟分拆物流子公司上市，查询该公司2023年月K数据，哪个月涨幅最大？,"1. vesearch：2023 年 3 月 28 日，南方航空（600029）披露《分拆南方物流上市预案》，公司为央企航空运输企业，2022 年客运量 6230 万人次，核心运营基地为广州白云机场
2. stock_zh_a_hist：[{'日期': datetime.date(2023, 1, 31), '股票代码': '600029', '开盘': 7.62, '收盘': 7.33, '最高': 7.98, '最低': 7.28, '成交量': 8092610, '成交额': 6216775591.0, '振幅': 9.21, '涨跌幅': -3.55, '涨跌额': -0.27, '换手率': 7.92}, {'日期': datetime.date(2023, 2, 28), '股票代码': '600029', '开盘': 7.33, '收盘': 7.9, '最高': 7.91, '最低': 7.05, '成交量': 10470396, '成交额': 7791402469.0, '振幅': 11.73, '涨跌幅': 7.78, '涨跌额': 0.57, '换手率': 10.25}, {'日期': datetime.date(2023, 3, 31), '股票代码': '600029', '开盘': 7.92, '收盘': 7.87, '最高': 8.2, '最低': 7.38, '成交量': 10694063, '成交额': 8370037824.0, '振幅': 10.38, '涨跌幅': -0.38, '涨跌额': -0.03, '换手率': 10.46}, {'日期': datetime.date(2023, 4, 28), '股票代码': '600029', '开盘': 7.85, '收盘': 7.75, '最高': 8.42, '最低': 7.36, '成交量': 9187303, '成交额': 7278284548.0, '振幅': 13.47, '涨跌幅': -1.52, '涨跌额': -0.12, '换手率': 8.99}, {'日期': datetime.date(2023, 5, 31), '股票代码': '600029', '开盘': 7.68, '收盘': 6.27, '最高': 7.68, '最低': 6.16, '成交量': 10430871, '成交额': 7105659006.0, '振幅': 19.61, '涨跌幅': -19.1, '涨跌额': -1.48, '换手率': 10.21}, {'日期': datetime.date(2023, 6, 30), '股票代码': '600029', '开盘': 6.27, '收盘': 6.03, '最高': 6.39, '最低': 5.69, '成交量': 12236995, '成交额': 7324443703.0, '振幅': 11.16, '涨跌幅': -3.83, '涨跌额': -0.24, '换手率': 9.66}, {'日期': datetime.date(2023, 7, 31), '股票代码': '600029', '开盘': 6.05, '收盘': 6.99, '最高': 7.08, '最低': 6.05, '成交量': 11533340, '成交额': 7551534671.0, '振幅': 17.08, '涨跌幅': 15.92, '涨跌额': 0.96, '换手率': 9.1}, {'日期': datetime.date(2023, 8, 31), '股票代码': '600029', '开盘': 7.0, '收盘': 6.32, '最高': 7.12, '最低': 6.28, '成交量': 9796505, '成交额': 6552026998.0, '振幅': 12.02, '涨跌幅': -9.59, '涨跌额': -0.67, '换手率': 7.73}, {'日期': datetime.date(2023, 9, 28), '股票代码': '600029', '开盘': 6.34, '收盘': 6.12, '最高': 6.5, '最低': 6.03, '成交量': 5425476, '成交额': 3415230251.0, '振幅': 7.44, '涨跌幅': -3.16, '涨跌额': -0.2, '换手率': 4.28}, {'日期': datetime.date(2023, 10, 31), '股票代码': '600029', '开盘': 6.11, '收盘': 6.18, '最高': 6.26, '最低': 5.52, '成交量': 5574253, '成交额': 3293728320.0, '振幅': 12.09, '涨跌幅': 0.98, '涨跌额': 0.06, '换手率': 4.4}, {'日期': datetime.date(2023, 11, 30), '股票代码': '600029', '开盘': 6.2, '收盘': 6.15, '最高': 6.38, '最低': 5.9, '成交量': 6957406, '成交额': 4270753583.0, '振幅': 7.77, '涨跌幅': -0.49, '涨跌额': -0.03, '换手率': 5.49}, {'日期': datetime.date(2023, 12, 29), '股票代码': '600029', '开盘': 6.15, '收盘': 5.76, '最高': 6.19, '最低': 5.58, '成交量': 6892862, '成交额': 4059966132.0, '振幅': 9.92, '涨跌幅': -6.34, '涨跌额': -0.39, '换手率': 5.44}]","1. vesearch：2023 年 3 月，上交所央企航空企业（2022 年客运 6000 万 + 人次，基地广州白云机场，主营航空运输）拟分拆物流子公司，查公司名称、代码、公告日期
2. stock_zh_a_hist：symbol=""600029""，period=""monthly""，start_date=""20230101""，end_date=""20231231""，adjust=""""
",financial_deep_research.evalset.json,traces/veadk_opentelemetry_tracer_veadk_default_user_financial_deep_research_17_7b020f49057fe1d67427fb1b2f96ac3.json
18,2023 年 3 月，国内某上交所家用电器企业（全球彩电出货量第二，核心技术 ULED + 激光电视）拟分拆芯片子公司上市，查询该事件公告当日的日线数据（不复权）、电子元件板块当日涨跌幅,"1. vesearch：2023 年 3 月 31 日，海信视像（600060）披露《分拆信芯微上市预案》，公司主营液晶电视面板等显示器件，2022 年面板出货量 3200 万片，核心品牌 “海信”
2. stock_zh_a_hist：[{'日期': datetime.date(2023, 3, 31), '股票代码': '600060', '开盘': 19.02, '收盘': 19.73, '最高': 20.02, '最低': 18.7, '成交量': 283775, '成交额': 551476317.0, '振幅': 6.83, '涨跌幅': 2.12, '涨跌额': 0.41, '换手率': 2.2}]
3. stock_board_industry_hist_em：[{'日期': '2023-03-31', '开盘': 19112.96, '收盘': 19118.07, '最高': 19121.11, '最低': 18954.98, '涨跌幅': -0.06, '涨跌额': -12.24, '成交量': 9294346, '成交额': 19284407229.0, '振幅': 0.87, '换手率': 1.41}]","1. vesearch：2023 年 3 月，上交所家用电器企业（全球彩电出货量第二，核心技术 ULED + 激光电视）拟分拆芯片子公司上市，查公司名称、代码、公告日期
2. stock_zh_a_hist：symbol=""600060""，period=""daily""，start_date=""20230331""，end_date=""20230331""，adjust=""""
3. stock_board_industry_hist_em：symbol=""电子元件""，start_date=""20230331""，end_date=""20230331""，period=""日k""，adjust=""""
",financial_deep_research.evalset.json,traces/veadk_opentelemetry_tracer_veadk_default_user_financial_deep_research_18_f351e0bc489459a3aee22308f8bc5f4d.json
19,2023 年 2 月，国内某深交所主板电子企业（主营通信设备，核心产品为射频器件，2022 年为华为提供 5G 基站配套部件）实际控制人涉嫌内幕交易被公诉，查询该事件公告后 3 个交易日是否有跌停,"1. vesearch：2023 年 2 月 11 日，春兴精工（002547）披露《实控人被公诉公告》，实控人涉嫌内幕交易，公司主营通信设备，核心产品为射频器件，2022 年为华为 5G 基站提供配套部件
2. stock_zh_a_hist：[{'日期': datetime.date(2023, 2, 13), '股票代码': '002547', '开盘': 5.66, '收盘': 6.05, '最高': 6.18, '最低': 5.66, '成交量': 1856270, '成交额': 1103233552.11, '振幅': 8.65, '涨跌幅': 0.67, '涨跌额': 0.04, '换手率': 16.81}, {'日期': datetime.date(2023, 2, 14), '股票代码': '002547', '开盘': 5.88, '收盘': 6.23, '最高': 6.31, '最低': 5.8, '成交量': 1797363, '成交额': 1086188404.28, '振幅': 8.43, '涨跌幅': 2.98, '涨跌额': 0.18, '换手率': 16.28}, {'日期': datetime.date(2023, 2, 15), '股票代码': '002547', '开盘': 6.24, '收盘': 6.18, '最高': 6.45, '最低': 6.13, '成交量': 1648917, '成交额': 1036346896.58, '振幅': 5.14, '涨跌幅': -0.8, '涨跌额': -0.05, '换手率': 14.94}] (未出现跌停)","1. vesearch：2023 年 2 月，深交所主板电子企业（主营通信设备，射频器件产品，2022 年配套华为 5G 基站）实控人涉内幕交易被公诉，查公司名称、代码、公告日期
2. stock_zh_a_hist：symbol=""002547""，period=""daily""，start_date=""20230213""，end_date=""20230215""，adjust=""""
",financial_deep_research.evalset.json,traces/veadk_opentelemetry_tracer_veadk_default_user_financial_deep_research_19_6b06aa670c676af30a046c773aec699e.json
20,2023 年 2 月，国内某深交所创业板化工企业（主营道路沥青、改性沥青，2022 年沥青营收占比超 80%，参与全国多条高速公路建设）易主告吹，查询该事件公告当日涨跌幅,"1. vesearch：2023 年 2 月 13 日，宝利国际（300135）披露《《关于终止筹划控制权变更暨公司股票复牌的公告》，公司主营道路沥青、改性沥青，2022 年沥青营收 28.6 亿元（占比 85%），参与京沪高速、沪昆高速建设
2. stock_zh_a_hist：[{'日期': datetime.date(2023, 2, 13), '股票代码': '300135', '开盘': 2.88, '收盘': 3.03, '最高': 3.08, '最低': 2.88, '成交量': 1646928, '成交额': 489721091.0, '振幅': 5.71, '涨跌幅': -13.43, '涨跌额': -0.47, '换手率': 23.2}]","1. vesearch：2023 年 2 月，深交所创业板化工企业（主营道路沥青，2022 年沥青营收占比 80%+，参与高速建设）易主告吹，查公司名称、代码、公告日期
2. stock_zh_a_hist：symbol=""300135""，period=""daily""，start_date=""20230213""，end_date=""20230213""，adjust=""""
",financial_deep_research.evalset.json,traces/veadk_opentelemetry_tracer_veadk_default_user_financial_deep_research_20_d17041663bc972e87b731dd28e1a24c0.json
21,2022年 6 月，国内某上交所白酒龙头企业（2022 年营收超 1200 亿元，全球烈酒销量排名第一）大股东增持股票，查询该事件公告当日的日线数据（不复权）、酿酒行业当日涨跌幅,"1. vesearch：2022 年 6 月 16 日，贵州茅台（600519）披露《大股东增持公告》，大股东茅台集团增持 100 万股，公司核心产品飞天茅台，2022 年营收 1275.6 亿元，全球烈酒销量第一
2. stock_zh_a_hist：[{'日期': datetime.date(2022, 6, 16), '股票代码': '600519', '开盘': 1894.59, '收盘': 1877.0, '最高': 1907.63, '最低': 1875.33, '成交量': 26887, '成交额': 5087605504.0, '振幅': 1.72, '涨跌幅': 0.1, '涨跌额': 1.9, '换手率': 0.21}]
3. stock_board_industry_hist_em：[{'日期': '2022-06-16', '开盘': 59149.87, '收盘': 58861.41, '最高': 59884.76, '最低': 58669.43, '涨跌幅': -0.37, '涨跌额': -216.86, '成交量': 4475545, '成交额': 22733985280.0, '振幅': 2.06, '换手率': 1.46}]","1. vesearch：2022 年 6 月，上交所白酒龙头（2022 年营收 1200 亿 +，全球烈酒销量第一）大股东增持，查公司名称、代码、公告日期
2. stock_zh_a_hist：symbol=""600519""，period=""daily""，start_date=""20220616""，end_date=""20220616""，adjust=""""
3. stock_board_industry_hist_em：symbol=""酿酒行业""，start_date=""20220616""，end_date=""20220616""，period=""日k""，adjust=""""",financial_deep_research.evalset.json,traces/veadk_opentelemetry_tracer_veadk_default_user_financial_deep_research_21_cd2f01e2373bdde936884e50acce9f1e.json
22,2023 年 3 月，国内某深交所主板电子龙头企业（主营安防摄像头，2022 年全球安防设备市占率 38%（排名第一），核心产品 DS-2CD3T46DWD-I5）子公司 IPO 申请获受理，查询公司所属行业板块、上市时间,"1. vesearch：2023 年 3 月 8 日，海康威视（002415）披露《子公司 IPO 受理公告》，子公司海康机器人 IPO 获创业板受理，公司主营安防摄像头，2022 年全球安防设备市占率 38%，核心产品 DS-2CD3T46DWD-I5（400 万像素网络摄像机）
2. stock_individual_info_em：[{'item': '最新', 'value': 30.66}, {'item': '股票代码', 'value': '002415'}, {'item': '股票简称', 'value': '海康威视'}, {'item': '总股本', 'value': 9164871550.0}, {'item': '流通股', 'value': 9046433602.0}, {'item': '总市值', 'value': 280994961723.0}, {'item': '流通市值', 'value': 277363654237.32}, {'item': '行业', 'value': '计算机设备'}, {'item': '上市时间', 'value': 20100528}]","1. vesearch：2023 年 3 月，深交所主板电子龙头（主营安防摄像头，2022 年全球市占率 38%，核心产品 DS-2CD3T46DWD-I5）子公司 IPO 获受理，查公司名称、代码、公告日期
2. stock_individual_info_em：symbol=""002415""",financial_deep_research.evalset.json,traces/veadk_opentelemetry_tracer_veadk_default_user_financial_deep_research_22_7c3f8099b3acc302280b181e92395dcb.json
23,2023 年 2 月中旬，国内某上交所商贸企业（主营 B2B 工业品电商，2022 年营收超 400 亿元，核心平台 “国联云” 服务超 10 万家企业）披露回购进展，查询该事件公告当日的日线数据（不复权）、及公司已回购股份数量,"1. vesearch：2023 年 2 月 15 日，国联股份（603613）披露《回购进展公告》，已回购102.39 万股，公司主营 B2B 工业品电商，2022 年营收 402.6 亿元，核心平台 “国联云” 服务 12.5 万家企业
2. stock_zh_a_hist：[{'日期': datetime.date(2023, 2, 15), '股票代码': '603613', '开盘': 83.05, '收盘': 84.51, '最高': 85.71, '最低': 82.82, '成交量': 104263, '成交额': 878211415.0, '振幅': 3.4, '涨跌幅': -0.63, '涨跌额': -0.54, '换手率': 2.09}]","1. vesearch：2023 年 2 月中旬，上交所商贸企业（主营 B2B 工业品电商，2022 年营收 400 亿 +，平台 “国联云” 服务 10 万 + 企业）披露回购进展，查公司名称、代码、公告日期及回购数量
2. stock_zh_a_hist：symbol=""603613""，period=""daily""，start_date=""20230215""，end_date=""20230215""，adjust=""""",financial_deep_research.evalset.json,traces/veadk_opentelemetry_tracer_veadk_default_user_financial_deep_research_23_248086a15bc7d78ad1d023bda9ad9a4b.json
24,2023 年 2 月，国内某深交所创业板金融科技企业（主营证券交易软件，2022 年 月活超 1500 万，券商业务营收占比超 60%）子公司发行 15 亿元短融，查询该事件公告当日的涨幅、券商概念板块当日涨跌幅,"1. vesearch：2023 年 2 月 16 日，东方财富（300059）披露《子公司短融发行公告》，子公司东方财富证券发行 15 亿元短期融资券，公司主营 “东方财富” 证券交易软件，2022 年 APP 月活 1580 万，券商业务营收 89.6 亿元（占比 62%）
2. stock_zh_a_hist：[{'日期': datetime.date(2023, 2, 16), '股票代码': '300059', '开盘': 21.7, '收盘': 21.55, '最高': 22.27, '最低': 21.3, '成交量': 2256336, '成交额': 4941404169.0, '振幅': 4.48, '涨跌幅': -0.51, '涨跌额': -0.11, '换手率': 2.03}]
3. stock_board_concept_hist_em：[{'日期': '2023-02-16', '开盘': 894.17, '收盘': 886.99, '最高': 914.37, '最低': 881.23, '涨跌幅': -0.81, '涨跌额': -7.23, '成交量': 34970629, '成交额': 33944675352.42, '振幅': 3.71, '换手率': 1.26}]","1. vesearch：2023 年 2 月，深交所创业板金融科技企业（主营证券交易软件，2022年 APP 月活 1500 万 +，券商营收 60%+）子公司发 15 亿短融，查公司名称、代码、公告日期
2. stock_zh_a_hist：symbol=""300059""，period=""daily""，start_date=""20230216""，end_date=""20230216""，adjust=""""
3. stock_board_concept_hist_em：symbol=""券商概念"", start_date=""20230216"", end_date=""20230216"", period=""daily"", adjust=""""
",financial_deep_research.evalset.json,traces/veadk_opentelemetry_tracer_veadk_default_user_financial_deep_research_24_ad45eaa8197cb8ba2217c29fdde42a2f.json
25,2023 年 8 月，证监会阶段性收紧 IPO 节奏，查询政策发布次日券商概念板块日涨跌幅、次新股板块日涨跌幅，及国内某头部券商（上交所上市，2022 年经纪业务营收超 150 亿元）日线数据（不复权）,"1. vesearch：2023 年 8 月 27 日，证监会公告阶段性收紧 IPO 节奏；上交所头部券商（2022 年经纪业务营收 156.8 亿元，品牌 “中信证券”）为中信证券（600030）
2. stock_board_concept_hist_em：[{'日期': '2023-08-28', '开盘': 1083.59, '收盘': 1009.64, '最高': 1083.59, '最低': 1007.99, '涨跌幅': 2.83, '涨跌额': 27.81, '成交量': 129017024, '成交额': 138438064907.0, '振幅': 7.7, '换手率': 4.66}]
3. stock_board_concept_hist_em：[{'日期': '2023-08-28', '开盘': 34441.41, '收盘': 32568.13, '最高': 34441.41, '最低': 32469.54, '涨跌幅': 0.55, '涨跌额': 179.39, '成交量': 19127686, '成交额': 57366861998.0, '振幅': 6.09, '换手率': 25.51}]
4. stock_zh_a_hist：[{'日期': datetime.date(2023, 8, 28), '股票代码': '600030', '开盘': 25.77, '收盘': 23.79, '最高': 25.77, '最低': 23.66, '成交量': 5056354, '成交额': 12580601070.0, '振幅': 9.01, '涨跌幅': 1.54, '涨跌额': 0.36, '换手率': 4.45}]","1. vesearch：2023 年 8 月，证监会收紧 IPO 节奏，查政策发布日期；同时查上交所头部券商（2022 年经纪营收 150 亿 +）名称、代码
2. stock_board_concept_hist_em：symbol=""券商概念""，start_date=""20230828""，end_date=""20230828""，period=""daily""，adjust=""""
3. stock_board_concept_hist_em：symbol=""次新股""，start_date=""20230828""，end_date=""20230828""，period=""daily""，adjust=""""
4. stock_zh_a_hist：symbol=""600030""，period=""daily""，start_date=""20230828""，end_date=""20230828""，adjust=""""",financial_deep_research.evalset.json,traces/veadk_opentelemetry_tracer_veadk_default_user_financial_deep_research_25_6c3d8d4268f4723a11e8a0b55ac90ad6.json
26,2023 年 9 月，公募基金费率改革落地（130 余家机构降费），查询改革落地当日高费率基金重仓股（某上交所消费企业，主营乳制品，2022 年营收超 1200 亿元，品牌 “伊利”）的当日日线数据（不复权）、乳业（概念板块）当日涨跌幅,"1. vesearch：2023 年 9 月 1 日，公募基金费率改革落地，高费率基金重仓股伊利股份（600887）为上交所消费企业，主营乳制品，2022 年营收 1231.7 亿元，品牌 “伊利”
2. stock_zh_a_hist：[{'日期': datetime.date(2023, 9, 1), '股票代码': '600887', '开盘': 26.1, '收盘': 26.05, '最高': 26.42, '最低': 26.01, '成交量': 485934, '成交额': 1271521440.0, '振幅': 1.58, '涨跌幅': 0.19, '涨跌额': 0.05, '换手率': 0.77}]
3. stock_board_concept_hist_em：[{'日期': '2023-09-01', '开盘': 1071.68, '收盘': 1101.1, '最高': 1110.83, '最低': 1071.68, '涨跌幅': 3.39, '涨跌额': 36.1, '成交量': 5753715, '成交额': 5888746920.0, '振幅': 3.68, '换手率': 1.91}]","1. vesearch：2023 年 9 月，公募费率改革落地，查高费率基金重仓的上交所消费企业（主营乳制品，2022 年营收 1200 亿 +）名称、代码、改革落地时间
2. stock_zh_a_hist：symbol=""600887""，period=""daily""，start_date=""20230901""，end_date=""20230901""，adjust=""""
3. stock_board_concept_hist_em：symbol=""乳业"", start_date=""20230901"", end_date=""20230901"", period=""daily"", adjust=""""",financial_deep_research.evalset.json,traces/veadk_opentelemetry_tracer_veadk_default_user_financial_deep_research_26_809d8e6348da4ec1281fb2a19e0813ac.json
